,Unnamed: 0,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend.,Attend./G,Year,3PAr_Norm,ORtg_Norm,DRtg_Norm,Pace_Norm,FTr_Norm,TS%_Norm,eFG%_Norm,TOV%_Norm,ORB%_Norm,FT/FGA_Norm,OeFG%_Norm,OTOV%_Norm,DRB%_Norm,OFT/FGA_Norm,PREDICTED_W,W_SIGMA,DELTA
99,106,Houston Rockets,26.8,29,53,33,49,-3.09,-0.04,-3.12,105.3,108.2,-2.9,104.7,0.284,0.02,0.535,0.497,15.6,32.8,0.21,0.486,14.1,67.5,0.285,The Summit,425755.0,10643.875,1984,0.7443365695792881,0.9785454545454546,1.0054137039431157,1.0322788065843622,0.8441457741018349,0.9855826992390868,1.0031592803861344,1.0387955993051534,0.9943324107025172,0.8217080639673359,0.981042654028436,0.94,1.0067440503209908,1.114227434982152,34.84037711199311,3.1567236087775123,-5.8403771119931065
100,107,Washington Bullets,26.2,35,47,33,49,-2.89,0.53,-2.36,104.2,107.2,-3.0,97.4,0.319,0.041,0.535,0.489,15.5,30.1,0.241,0.492,13.7,69.7,0.239,Capital Centre,317447.0,7373.0,1984,1.5258899676375406,0.9683232323232324,0.9961215255332904,0.9603052126200274,0.9481778237270612,0.9855826992390868,0.987011847301448,1.0321366531557614,0.9124818768946884,0.9430078257910854,0.9931542917324908,0.9133333333333332,1.0395564489981195,0.9343872174060852,34.08699683540801,3.161016115267367,0.9130031645919914
101,108,San Diego Clippers,25.5,30,52,33,49,-3.26,0.04,-3.21,109.2,112.4,-3.2,101.1,0.331,0.017,0.541,0.498,15.3,37.7,0.244,0.513,12.9,68.2,0.236,San Diego Sports Arena,218534.0,5463.35,1984,0.6326860841423949,1.0147878787878788,1.0444408532643827,0.9967849794238682,0.9838459550271388,0.996635963155787,1.00517770952172,1.0188187608569774,1.1428759720574668,0.9547465124191904,1.0355450236966826,0.86,1.0171843589909864,0.922658507564168,33.41172685148078,3.159931336285621,-3.411726851480779
102,109,Golden State Warriors,25.6,37,45,32,50,-3.4,0.05,-3.35,105.5,108.8,-3.3,103.3,0.342,0.03,0.52,0.471,14.9,35.6,0.254,0.519,17.0,64.2,0.25,Oakland-Alameda County Coliseum Arena,316844.0,7921.1,1984,1.116504854368932,0.9804040404040404,1.010989010989011,1.0184756515775033,1.0165417420522098,0.9579495394473369,0.950680122860904,0.9921829762594094,1.0792144457624886,0.9938754678462064,1.0476566614007372,1.1333333333333333,0.957525452305298,0.9773924868264492,29.651046796896136,3.1536867206915824,7.348953203103864
103,110,Cleveland Cavaliers,25.4,28,54,30,52,-4.26,0.55,-3.71,104.1,108.5,-4.4,97.4,0.301,0.023,0.512,0.468,14.0,33.5,0.224,0.49,13.2,70.8,0.28,Coliseum at Richfield,208094.0,5202.35,1984,0.8559870550161812,0.9673939393939394,1.008201357466063,0.9603052126200274,0.8946756267769448,0.94321185422507,0.9446248354541468,0.9322524609148812,1.01555291946751,0.8764886015651583,0.9891170791644726,0.88,1.0559626483366835,1.094679585245623,29.606335414610825,3.16515621345034,-1.6063354146108253
104,111,Indiana Pacers,24.4,26,56,28,54,-4.82,0.57,-4.25,101.8,106.5,-4.7,102.1,0.297,0.029,0.531,0.487,15.9,28.1,0.228,0.497,16.2,66.8,0.255,Market Square Arena,410626.0,10265.65,1984,1.0792880258899678,0.946020202020202,0.9896170006464124,1.006644375857339,0.882786249676919,0.9782138566279536,0.9829749890302764,1.0587724377533296,0.8518518518518519,0.8921401837359647,1.0032473231525365,1.0799999999999998,0.9963037416509954,0.996940336562978,29.648526736538486,3.155300128690524,-3.6485267365384857
105,112,Chicago Bulls,24.4,27,55,28,54,-5.18,0.5,-4.69,102.4,107.5,-5.1,99.8,0.36,0.017,0.526,0.475,16.3,32.3,0.268,0.497,15.6,67.2,0.266,Chicago Stadium,256430.0,6410.75,1984,0.6326860841423949,0.9515959595959596,0.998909179056238,0.9839677640603566,1.070043939002326,0.9690028033640368,0.9587538394032472,1.0854082223508976,0.9791749044418082,1.0486560054440286,1.0032473231525365,1.04,1.0022696323195643,1.0399456059833418,28.22634255754805,3.148876104822477,-1.226342557548051
106,113,Los Angeles Lakers,27.4,62,20,58,24,7.35,-0.87,6.48,114.1,107.0,7.1,103.2,0.308,0.041,0.589,0.551,15.7,33.8,0.235,0.485,13.7,67.1,0.22,The Forum,610361.0,15505.0,1985,1.165636588380717,1.0577589681580009,0.991818804658848,1.0106016094009451,0.9330874604847208,1.0839334293486955,1.1106923751095532,1.0533838973162193,1.0266772319070256,0.9322180062090376,0.9776511831726556,0.91865889212828,1.000518638573744,0.8716623600344531,61.37981104098783,3.16317236070321,0.6201889590121681
107,114,Milwaukee Bucks,25.7,59,23,58,24,6.85,-0.16,6.69,110.5,103.6,6.9,99.7,0.341,0.041,0.545,0.497,14.2,35.4,0.258,0.467,16.1,65.6,0.29,MECCA Arena,422924.0,10573.1,1985,1.165636588380717,1.024385328496574,0.9603030669407164,0.9763273300123474,1.0330611169652266,1.0029604736757882,1.001840490797546,0.9527421236872812,1.0752773375594291,1.0234563642635393,0.94136722173532,1.079591836734694,0.9781523500810372,1.14900947459087,56.39444185432072,3.164944115694941,2.6055581456792822
108,115,Boston Celtics,28.5,63,19,57,25,6.65,-0.18,6.47,112.8,106.3,6.5,101.6,0.315,0.042,0.564,0.515,13.8,32.8,0.254,0.481,12.6,70.4,0.198,Boston Garden,610547.0,14890.0,1985,1.1940667490729295,1.045707376058041,0.9853302704227622,0.994933367394729,0.9542939936775552,1.0379260681709073,1.0381244522348818,0.9259043173862312,0.9963021658742734,1.0075888237323216,0.9695880806310254,0.8448979591836735,1.049724473257699,0.7844961240310078,59.109552267383044,3.1549069565521966,3.8904477326169555
109,116,Philadelphia 76ers,27.9,58,24,51,31,4.1,0.07,4.17,111.3,107.3,4.0,100.8,0.412,0.032,0.561,0.497,16.0,37.4,0.331,0.494,15.7,66.6,0.259,The Spectrum,575415.0,14385.375,1985,0.9097651421508034,1.03180169286578,0.994599605045742,0.9870992463916208,1.2481559536354057,1.0324051848295728,1.001840490797546,1.073512252042007,1.1360274696249335,1.3130389789582615,0.9957931638913234,1.0527696793002914,0.993063209076175,1.0261843238587425,51.627380576332484,3.16424644017173,6.3726194236675155
110,117,Portland Trail Blazers,25.2,42,40,49,33,3.4,-0.6,2.8,110.4,107.2,3.2,103.5,0.362,0.027,0.554,0.506,14.8,34.0,0.271,0.497,15.9,64.4,0.232,Memorial Coliseum,519306.0,12982.65,1985,0.7676143386897404,1.0234582829504233,0.993672671583444,1.013539404777111,1.0966807165437302,1.019523123699792,1.0199824715162138,0.9929988331388564,1.0327522451135762,1.0750258709899967,1.001840490797546,1.066180758017493,0.960259319286872,0.919207579672696,47.63301467586623,3.151371638647953,-5.633014675866228
111,118,Detroit Pistons,26.9,46,36,47,35,2.49,0.24,2.73,109.6,107.2,2.4,105.0,0.283,0.025,0.529,0.483,13.0,35.4,0.223,0.501,14.9,69.6,0.245,Pontiac Silverdome,691550.0,17288.75,1985,0.7107540173053152,1.0160419185812173,0.993672671583444,1.0282283816579385,0.857349841938883,0.9735157625220036,0.9736196319018404,0.8722287047841307,1.0752773375594291,0.8846153846153847,1.0099035933391762,0.9991253644314868,1.0377957860615885,0.970714900947459,44.55847198507236,3.1588641814835223,1.4415280149276413
112,119,Denver Nuggets,28.3,52,30,47,35,2.44,-0.39,2.05,110.7,108.4,2.3,107.6,0.322,0.029,0.54,0.491,13.2,33.6,0.253,0.516,17.0,66.1,0.275,McNichols Sports Arena,448546.0,11213.65,1985,0.8244746600741656,1.0262394195888755,1.00479587313102,1.0536892749180398,0.97550052687039,0.9937590014402304,0.9897458369851008,0.8856476079346557,1.0206022187004753,1.003621938599517,1.0401402278702894,1.1399416909620992,0.985607779578606,1.0895779500430665,42.59691174971196,3.161517382134478,9.403088250288043
113,120,Dallas Mavericks,25.0,44,38,47,35,2.17,-0.37,1.8,111.5,109.3,2.2,98.8,0.319,0.061,0.549,0.499,12.5,30.7,0.253,0.51,14.2,68.8,0.221,Reunion Arena,683916.0,17097.9,1985,1.734239802224969,1.0336557839580816,1.013138274291702,0.9675139438838508,0.9664120126448892,1.0103216514642344,1.0058720420683611,0.838681446907818,0.9325145272054938,1.003621938599517,1.028045574057844,0.9521865889212828,1.025867098865478,0.8756244616709733,44.48503237726183,3.1833644695674845,-0.485032377261831
114,121,Houston Rockets,25.3,48,34,45,37,1.72,-0.34,1.38,107.9,106.3,1.6,102.2,0.304,0.025,0.54,0.507,16.0,37.4,0.213,0.487,15.2,67.4,0.259,The Summit,553014.0,13825.35,1985,0.7107540173053152,1.0002821442966547,0.9853302704227622,1.0008089581470605,0.9209694415173868,0.9937590014402304,1.0219982471516214,1.073512252042007,1.1360274696249335,0.8449465332873405,0.9816827344434708,1.0192419825072887,1.0049918962722857,1.0261843238587425,44.59451768479893,3.162671498121071,3.40548231520107
115,122,San Antonio Spurs,28.1,41,41,43,39,0.91,-0.29,0.63,109.9,109.0,0.9,103.9,0.357,0.028,0.565,0.517,15.6,33.2,0.272,0.501,15.0,68.5,0.269,HemisFair Arena,351950.0,8798.75,1985,0.796044499381953,1.0188230552196695,1.0103574739048078,1.0174564652786648,1.0815331928345626,1.0397663626180187,1.0421560035056967,1.0466744457409567,1.0084521922873746,1.078992756122801,1.0099035933391762,1.0058309037900874,1.0213938411669368,1.065805340223945,46.55713975872183,3.1488255341967135,-5.557139758721831
116,123,New Jersey Nets,26.5,42,40,42,40,0.23,0.41,0.64,107.9,107.7,0.2,101.0,0.3,0.03,0.532,0.493,13.8,33.9,0.219,0.505,15.6,68.2,0.263,Brendan Byrne Arena,502177.0,12554.425,1985,0.8529048207663782,1.0002821442966547,0.998307338894934,0.989057776642398,0.9088514225500526,0.9790366458633382,0.993777388255916,0.9259043173862312,1.029714738510301,0.8687478440841669,1.0179666958808062,1.046064139941691,1.0169205834683956,1.0420327304048236,39.84132274521966,3.1494230574166573,2.1586772547803434
117,124,Utah Jazz,27.0,41,41,41,41,-0.11,-0.22,-0.33,103.3,103.4,-0.1,105.1,0.333,0.042,0.534,0.483,15.8,29.0,0.257,0.469,15.7,65.3,0.238,Salt Palace,371829.0,9295.725,1985,1.1940667490729295,0.9576380491737204,0.9584492000161206,1.0292076467833269,1.0088250790305584,0.9827172347575612,0.9736196319018404,1.060093348891482,0.880876914949815,1.0194894791307347,0.945398773006135,1.0527696793002914,0.973679092382496,0.9429801894918174,42.07308785331914,3.166230688700418,-1.0730878533191373
118,125,Washington Bullets,27.1,40,42,40,42,-0.27,0.42,0.15,104.3,104.6,-0.3,100.3,0.269,0.054,0.524,0.486,13.4,27.5,0.2,0.491,15.3,68.2,0.226,Capital Centre,383098.0,17042.0,1985,1.5352286773794808,0.9669085046352278,0.9695724015636964,0.9822029207646784,0.814936775553214,0.9643142902864458,0.9796669588080632,0.8990665110851809,0.8353143159006866,0.7933770265608832,0.9897458369851008,1.0259475218658891,1.0169205834683956,0.8954349698535745,38.76791972685626,3.1664535793128366,1.2320802731437368
119,126,Chicago Bulls,25.2,38,44,39,43,-0.84,0.34,-0.5,108.7,109.6,-0.9,99.4,0.366,0.023,0.556,0.502,15.4,32.2,0.287,0.495,13.8,67.5,0.257,Chicago Stadium,487297.0,12182.425,1985,0.65389369592089,1.0076985086658603,1.0159190746785958,0.9733895346361818,1.1087987355110642,1.023203712594015,1.0119193689745838,1.0332555425904315,0.9780771262546224,1.138496033114867,0.997808939526731,0.9253644314868804,1.006482982171799,1.018260120585702,39.369719239762176,3.1526396836357145,-1.3697192397621762
120,127,Atlanta Hawks,25.5,34,48,37,45,-1.45,0.31,-1.14,105.9,107.3,-1.4,99.8,0.333,0.033,0.536,0.489,15.3,32.5,0.25,0.485,15.2,63.8,0.249,Omni Coliseum,290746.0,7268.65,1985,0.938195302843016,0.9817412333736396,0.994599605045742,0.9773065951377358,1.0088250790305584,0.9863978236517844,0.9857142857142858,1.0265460910151691,0.9871896460644478,0.991721283201104,0.9776511831726556,1.0192419825072887,0.9513128038897892,0.98656330749354,37.996179672350564,3.1517833160762136,-3.9961796723505643
121,128,Phoenix Suns,26.4,36,46,35,47,-2.11,-0.23,-2.34,104.7,106.8,-2.1,102.5,0.319,0.043,0.544,0.497,16.3,29.8,0.246,0.498,15.0,68.3,0.24,Arizona Veterans Memorial Coliseum,478788.0,11969.7,1985,1.222496909765142,0.9706166868198308,0.989964937734252,1.0037467535232256,0.9664120126448892,1.0011201792286766,1.001840490797546,1.0936406067677946,0.9051769677760167,0.9758537426698862,1.0038562664329536,1.0058309037900874,1.0184116693679093,0.9509043927648578,34.715747404959494,3.1486554274338836,1.2842525950405062
122,129,Kansas City Kings,26.1,31,51,34,48,-2.67,-0.04,-2.71,109.5,112.1,-2.6,104.4,0.357,0.033,0.559,0.508,15.9,34.0,0.278,0.514,14.2,66.6,0.262,Kemper Arena,262813.0,6570.325,1985,0.938195302843016,1.0151148730350663,1.0390924112360456,1.0223527909056074,1.0815331928345626,1.0287245959353497,1.024014022787029,1.0668028004667445,1.0327522451135762,1.1027940669196277,1.0361086765994745,0.9521865889212828,0.993063209076175,1.0380706287683032,34.82859881550683,3.1461266801029644,-3.8285988155068296
123,130,Cleveland Cavaliers,26.6,36,46,34,48,-2.76,0.48,-2.27,106.0,108.7,-2.7,101.9,0.338,0.045,0.526,0.478,14.1,32.9,0.254,0.483,13.7,66.9,0.265,Coliseum at Richfield,324004.0,7618.0,1985,1.2793572311495671,0.9826682789197904,1.007576673517914,0.9978711627708946,1.023972602739726,0.9679948791806688,0.9635407537248027,0.9460326721120188,0.9993396724775488,1.0075888237323216,0.9736196319018404,0.91865889212828,0.9975364667747164,1.049956933677864,36.845624587269164,3.153071754785546,-0.8456245872691639
124,131,Los Angeles Clippers,27.3,31,51,30,52,-4.49,-0.07,-4.55,105.8,110.3,-4.5,100.9,0.31,0.026,0.543,0.499,16.4,33.8,0.235,0.495,12.7,66.1,0.21,Los Angeles Memorial Sports Arena,384519.0,9612.975,1985,0.7391841779975277,0.980814187827489,1.0224076089146816,0.9880785115170096,0.9391464699683878,0.999279884781565,1.0058720420683611,1.100350058343057,1.0266772319070256,0.9322180062090376,0.997808939526731,0.851603498542274,0.985607779578606,0.8320413436692506,33.27062590711831,3.1576529169032286,-2.2706259071183084
125,132,New York Knicks,25.8,24,58,29,53,-4.63,0.54,-4.09,104.9,109.6,-4.7,99.5,0.331,0.028,0.53,0.487,15.2,31.7,0.24,0.499,16.5,63.3,0.339,Madison Square Garden (IV),457137.0,11428.425,1985,0.796044499381953,0.9724707779121324,1.0159190746785958,0.9743687997615704,1.0027660695468914,0.9753560569691152,0.9816827344434708,1.0198366394399063,0.962889593238246,0.9520524318730595,1.0058720420683611,1.1064139941690962,0.9438573743922204,1.343152454780362,26.66907502193453,3.177217962331264,-2.6690750219345283
126,133,Seattle SuperSonics,26.4,31,51,27,55,-5.44,0.0,-5.44,102.8,108.2,-5.4,99.3,0.334,0.027,0.529,0.477,15.9,30.0,0.257,0.498,14.6,67.3,0.238,King County Domed Stadium,303344.0,7583.6,1985,0.7676143386897404,0.9530028214429666,1.002942006206424,0.9724102695107932,1.011854583772392,0.9735157625220036,0.9615249780893952,1.0668028004667445,0.9112519809825672,1.0194894791307347,1.0038562664329536,0.9790087463556852,1.0035008103727714,0.9429801894918174,27.721119923220385,3.148581117148978,3.2788800767796147
127,134,Indiana Pacers,24.1,22,60,26,56,-6.21,0.75,-5.46,102.5,108.4,-5.9,105.1,0.344,0.021,0.527,0.478,16.1,31.7,0.255,0.499,14.3,70.5,0.282,Market Square Arena,438377.0,10959.425,1985,0.5970333745364648,0.9502216848045144,1.00479587313102,1.0292076467833269,1.042149631190727,0.9698351736277804,0.9635407537248027,1.0802217036172697,0.962889593238246,1.011555708865126,1.0058720420683611,0.9588921282798836,1.0512155591572123,1.117312661498708,25.18456549841833,3.16446069741695,-3.18456549841833
128,135,Golden State Warriors,26.1,22,60,24,58,-7.34,0.13,-7.21,106.0,113.0,-7.0,103.2,0.335,0.053,0.522,0.47,14.4,34.5,0.257,0.54,16.1,66.0,0.268,Oakland-Alameda County Coliseum Arena,300586.0,7514.65,1985,1.5067985166872682,0.9826682789197904,1.0474348123967274,1.0106016094009451,1.0148840885142256,0.9606337013922228,0.9474145486415424,0.9661610268378064,1.0479397781299522,1.0194894791307347,1.0885188431200703,1.079591836734694,0.9841166936790924,1.0618432385874248,20.774534109675095,3.166635584909533,1.2254658903249052
129,136,Boston Celtics,29.3,67,15,63,19,9.41,-0.36,9.06,111.8,102.6,9.2,101.2,0.307,0.054,0.564,0.518,14.1,31.3,0.244,0.466,13.0,71.7,0.216,Boston Garden,610571.0,14890.0,1986,1.4358381502890174,1.042952747921314,0.956934306569343,0.9908897403150276,0.8980033066259697,1.0433523686962116,1.0515445719329215,0.9463087248322148,0.9648840637984184,0.9438277833837876,0.9462346605455992,0.8732476635514019,1.0617434972959052,0.834256926952141,64.1709740778135,3.1601733572774457,2.829025922186503
130,137,Milwaukee Bucks,26.0,57,25,62,20,9.04,-0.35,8.69,111.4,102.7,8.7,102.1,0.369,0.052,0.552,0.501,13.9,33.8,0.282,0.473,16.6,67.4,0.281,MECCA Arena,443064.0,10451.0,1986,1.3826589595375722,1.0392212532954777,0.95786699107867,0.999702000851426,1.0793590232735597,1.0211533821282073,1.0170344218887908,0.9328859060402684,1.0419514810347137,1.0908173562058527,0.9604484859186015,1.115070093457944,0.9980685037342262,1.0853064651553317,60.78005292999512,3.15886385029245,-3.780052929995122
131,138,Los Angeles Lakers,28.1,62,20,59,23,7.74,-0.91,6.84,113.3,105.8,7.5,102.7,0.317,0.056,0.575,0.532,14.9,33.1,0.247,0.484,13.5,69.8,0.239,The Forum,691071.0,16839.0,1986,1.4890173410404626,1.0569458527682012,0.986780210867802,1.0055768412090251,0.9272542286659036,1.0637014397168825,1.079964695498676,1.0,1.020372604208551,0.9554322233434244,0.9827844972190342,0.9068341121495328,1.0336080350244656,0.923089840470193,59.167409366713414,3.155984572804401,2.8325906332865856
132,139,Houston Rockets,26.0,51,31,48,34,2.61,-0.51,2.1,110.1,107.6,2.5,103.5,0.317,0.04,0.536,0.496,13.6,35.5,0.232,0.497,14.8,67.2,0.243,The Summit,604644.0,13513.0,1986,1.063583815028902,1.0270938957615088,1.0035685320356853,1.0134099616858236,0.9272542286659036,0.991554733370868,1.0068843777581642,0.9127516778523488,1.0943573247553946,0.8974100235452407,1.0091816014831818,0.994158878504673,0.9951068761267062,0.9385390428211586,45.60289308418284,3.148126055902463,5.397106915817162
133,140,Atlanta Hawks,25.3,50,32,47,35,2.37,0.22,2.59,107.9,105.6,2.3,100.0,0.385,0.024,0.542,0.493,15.3,34.9,0.282,0.481,15.4,66.7,0.269,Omni Coliseum,377351.0,9334.0,1986,0.6381502890173412,1.006570675319408,0.9849148418491483,0.9791400595998296,1.1261604985374538,1.00265422665487,1.000794351279788,1.0268456375838926,1.0758611446186837,1.0908173562058527,0.9766928577734616,1.03446261682243,0.9877028071079064,1.038958858102435,46.354430404459634,3.150417157524435,3.6455695955403655
134,141,Philadelphia 76ers,28.0,54,28,47,35,2.35,0.11,2.46,108.6,106.3,2.3,100.5,0.398,0.032,0.546,0.49,16.1,37.3,0.302,0.499,15.6,66.7,0.211,The Spectrum,513459.0,9803.0,1986,0.8508670520231215,1.0131007909146217,0.9914436334144364,0.9840357598978288,1.164186697189368,1.010053888844205,0.994704324801412,1.080536912751678,1.1498458651655272,1.1681802892700976,1.0132426944468969,1.0478971962616823,0.9877028071079064,0.8149454240134341,47.49727748051536,3.163824651470506,6.502722519484642
135,142,Denver Nuggets,28.1,47,35,44,38,1.3,-0.42,0.89,107.1,105.9,1.2,106.7,0.307,0.039,0.527,0.475,13.0,30.9,0.245,0.495,16.9,64.1,0.266,McNichols Sports Arena,531824.0,12610.0,1986,1.0369942196531792,0.9991076860677348,0.987712895377129,1.0447424435930182,0.8980033066259697,0.9749054934448644,0.964254192409532,0.87248322147651,0.952553277040611,0.9476959300369998,1.0051205085194668,1.1352219626168225,0.9492016482101469,1.0273719563392107,41.89534496340522,3.1701230826972617,5.104655036594778
136,143,Dallas Mavericks,25.8,44,38,44,38,1.1,-0.4,0.7,112.1,111.0,1.1,102.2,0.364,0.061,0.562,0.51,13.3,30.0,0.283,0.508,13.0,66.8,0.201,Reunion Arena,693052.0,16776.0,1986,1.6219653179190752,1.0457513688906914,1.035279805352798,1.000681140911026,1.0647335622535927,1.0396525376015444,1.0353045013239188,0.8926174496644296,0.9248090068355448,1.094685502859065,1.0315176127836143,0.8732476635514019,0.9891836209116662,0.7763224181360201,44.08011140731231,3.1667222868349802,-0.08011140731230881
137,144,Detroit Pistons,26.5,46,36,44,38,1.17,0.27,1.44,109.0,107.9,1.1,104.2,0.297,0.023,0.534,0.488,13.3,33.5,0.232,0.496,14.9,67.6,0.266,Pontiac Silverdome,695233.0,16384.0,1986,0.6115606936416186,1.0168322855404583,1.006366585563666,1.0202639421030226,0.8687523845860358,0.9878549022762004,0.9906443071491616,0.8926174496644296,1.0327033909663583,0.8974100235452407,1.0071510550013243,1.000876168224299,1.001030131341746,1.0273719563392107,42.329363218428725,3.150354590704528,3.6706367815712753
138,145,Portland Trail Blazers,26.6,40,42,44,38,1.06,-0.45,0.61,109.2,108.2,1.0,104.5,0.384,0.038,0.554,0.501,15.2,32.8,0.294,0.507,16.4,66.3,0.275,Memorial Coliseum,519306.0,12666.0,1986,1.0104046242774567,1.0186980328533766,1.0091646390916464,1.023201362281822,1.1232354063334604,1.0248532132228747,1.0170344218887908,1.020134228187919,1.0111245141401954,1.1372351160443996,1.029487066301757,1.1016355140186915,0.9817795518928664,1.062132661628883,42.44655410164612,3.145546633851339,-2.4465541016461216
139,146,Seattle SuperSonics,26.6,31,51,41,41,-0.1,-0.37,-0.47,105.9,106.0,-0.1,97.4,0.33,0.042,0.53,0.478,15.1,33.2,0.257,0.492,15.7,68.7,0.282,Seattle Center Coliseum,329296.0,9374.0,1986,1.116763005780347,0.9879132021902252,0.9886455798864556,0.953682418050234,0.9652804273178176,0.9804552400868656,0.9703442188879082,1.0134228187919463,1.023455300898003,0.9941136898755468,0.9990288690738942,1.0546144859813085,1.0173190831831058,1.0891687657430729,38.49079613015787,3.150017312908242,-7.490796130157868
140,147,Utah Jazz,26.3,42,40,40,42,-0.37,-0.3,-0.67,104.2,104.6,-0.4,103.3,0.38,0.024,0.536,0.49,15.5,29.8,0.272,0.477,15.4,67.2,0.258,Salt Palace,477833.0,11030.0,1986,0.6381502890173412,0.9720543500304198,0.97558799675588,1.011451681566624,1.111535037517487,0.991554733370868,0.994704324801412,1.0402684563758389,0.9186436134566413,1.0521358896737305,0.9685706718460316,1.03446261682243,0.9951068761267062,0.9964735516372796,40.92294903260496,3.1559407699786846,1.0770509673950386
141,148,San Antonio Spurs,27.8,35,47,36,46,-1.85,-0.2,-2.06,106.5,108.2,-1.7,103.8,0.355,0.028,0.555,0.509,16.5,31.7,0.265,0.499,15.2,67.6,0.26,HemisFair Arena,336369.0,6967.0,1986,0.7445086705202313,0.99351044412898,1.0091646390916464,1.0163473818646231,1.0384077324176522,1.0267031287702084,1.0332744924977937,1.1073825503355703,0.9772148505562256,1.0250588631012447,1.0132426944468969,1.0210280373831775,1.001030131341746,1.0041981528127624,39.64259045221828,3.1502077508230286,-4.642590452218279
142,149,Washington Bullets,27.1,39,43,36,46,-1.8,0.53,-1.28,103.0,104.8,-1.8,99.1,0.32,0.057,0.518,0.471,14.2,29.1,0.238,0.472,14.2,66.1,0.224,Capital Centre,373802.0,8465.0,1986,1.5156069364161853,0.96085986615291,0.9774533657745336,0.9703277990634313,0.9360295052778838,0.9582562535188612,0.9561341571050308,0.953020134228188,0.8970647366304785,0.920618903464514,0.958417939436744,0.953855140186916,0.9788179242853464,0.8651553316540722,37.86962298731393,3.1682312566779895,1.1303770126860684
143,150,New Jersey Nets,27.5,39,43,36,46,-1.99,0.6,-1.39,105.0,106.9,-1.9,103.3,0.328,0.029,0.536,0.489,15.9,33.3,0.248,0.499,15.5,70.6,0.282,Brendan Byrne Arena,482854.0,11777.0,1986,0.7710982658959539,0.9795173392820928,0.9970397404703976,1.011451681566624,0.9594302429098308,0.991554733370868,0.9926743159752868,1.0671140939597314,1.026537997587455,0.9593003699966364,1.0132426944468969,1.0411799065420562,1.0454545454545454,1.0891687657430729,37.240814709857425,3.1534100754574514,1.7591852901425753
144,151,Cleveland Cavaliers,27.0,29,53,34,48,-2.87,0.68,-2.19,105.5,108.3,-2.8,101.6,0.321,0.054,0.535,0.49,14.6,30.3,0.241,0.48,13.6,68.5,0.292,Coliseum at Richfield,391842.0,10450.0,1986,1.4358381502890174,0.9841817075643884,1.0100973236009732,0.9948063005534268,0.9389545974818772,0.989704817823534,0.994704324801412,0.9798657718120805,0.9340570969039002,0.9322233434241508,0.974662311291604,0.9135514018691588,1.014357455575586,1.1277917716204868,37.01344952853481,3.1543660141145495,-8.013449528534807
145,152,Phoenix Suns,26.3,32,50,33,49,-2.99,-0.17,-3.16,104.3,107.2,-2.9,104.8,0.384,0.026,0.552,0.506,17.7,31.3,0.279,0.495,15.1,68.3,0.279,Arizona Veterans Memorial Coliseum,455763.0,10826.0,1986,0.6913294797687861,0.9729872236868788,0.999837793998378,1.0261387824606214,1.1232354063334604,1.0211533821282073,1.0271844660194176,1.1879194630872485,0.9648840637984184,1.0792129162462163,1.0051205085194668,1.0143107476635511,1.011395827968066,1.077581863979849,33.83051008239342,3.1609493906164428,-1.8305100823934168
146,153,Sacramento Kings,26.6,37,45,33,49,-3.07,-0.12,-3.19,106.2,109.2,-3.0,102.0,0.324,0.019,0.541,0.492,15.7,32.7,0.252,0.499,14.4,67.5,0.273,ARCO Arena (I),423653.0,10333.0,1986,0.5052023121387283,0.9907118231596024,1.0184914841849149,0.9987228607918264,0.9477298740938572,1.0008043111075364,0.9987643424536627,1.0536912751677852,1.008041817450744,0.9747729566094856,1.0132426944468969,0.9672897196261684,0.999549317537986,1.0544080604534003,33.229662501763,3.1488516258863894,3.770337498236998
147,154,Indiana Pacers,25.0,26,56,32,50,-3.33,0.67,-2.66,102.6,105.9,-3.3,100.9,0.305,0.02,0.525,0.483,15.7,31.5,0.226,0.479,13.7,71.3,0.277,Market Square Arena,460969.0,13168.0,1986,0.5317919075144509,0.9571283715270736,0.987712895377129,0.987952320136228,0.8921531222179829,0.9712056623501972,0.9804942630185348,1.0536912751677852,0.971049457177322,0.8742011436259672,0.9726317648097468,0.920268691588785,1.0558202420808651,1.069857262804366,33.1977731967848,3.163332113098841,-7.1977731967848015
148,155,Golden State Warriors,26.8,30,52,33,49,-3.45,-0.14,-3.59,108.3,111.6,-3.3,104.2,0.333,0.037,0.536,0.488,13.9,33.5,0.253,0.524,14.9,66.7,0.241,Oakland-Alameda County Coliseum Arena,401205.0,10901.0,1986,0.983815028901734,1.0103021699452444,1.040875912408759,1.0202639421030226,0.9740557039297978,0.991554733370868,0.9906443071491616,0.9328859060402684,1.0327033909663583,0.9786411032626976,1.0640063564933346,1.000876168224299,0.9877028071079064,0.9308144416456758,32.31756999523107,3.147091922529219,-2.317569995231068
