,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend.,Attend./G,Year,3PAr_Norm,ORtg_Norm,DRtg_Norm,Pace_Norm,FTr_Norm,TS%_Norm,eFG%_Norm,TOV%_Norm,ORB%_Norm,FT/FGA_Norm,OeFG%_Norm,OTOV%_Norm,DRB%_Norm,OFT/FGA_Norm
113,Los Angeles Lakers,27.4,62,20,58,24,7.35,-0.87,6.48,114.1,107.0,7.1,103.2,0.308,0.041,0.589,0.551,15.7,33.8,0.235,0.485,13.7,67.1,0.22,The Forum,610361.0,15505.0,1985,1.165636588380717,1.0577589681580009,0.9918188046588481,1.0106016094009453,0.9330874604847207,1.0839334293486957,1.1106923751095532,1.0533838973162193,1.0266772319070256,0.9322180062090376,0.9776511831726555,0.9186588921282799,1.000518638573744,0.8716623600344531
114,Milwaukee Bucks,25.7,59,23,58,24,6.85,-0.16,6.69,110.5,103.6,6.9,99.7,0.341,0.041,0.545,0.497,14.2,35.4,0.258,0.467,16.1,65.6,0.29,MECCA Arena,422924.0,10573.1,1985,1.165636588380717,1.024385328496574,0.9603030669407164,0.9763273300123474,1.0330611169652266,1.0029604736757882,1.001840490797546,0.9527421236872812,1.0752773375594293,1.0234563642635393,0.94136722173532,1.079591836734694,0.9781523500810373,1.1490094745908699
115,Boston Celtics,28.5,63,19,57,25,6.65,-0.18,6.47,112.8,106.3,6.5,101.6,0.315,0.042,0.564,0.515,13.8,32.8,0.254,0.481,12.6,70.4,0.198,Boston Garden,610547.0,14890.0,1985,1.1940667490729295,1.045707376058041,0.9853302704227622,0.994933367394729,0.9542939936775553,1.0379260681709073,1.0381244522348818,0.9259043173862311,0.9963021658742734,1.0075888237323216,0.9695880806310254,0.8448979591836735,1.0497244732576987,0.7844961240310078
116,Philadelphia 76ers,27.9,58,24,51,31,4.1,0.07,4.17,111.3,107.3,4.0,100.8,0.412,0.032,0.561,0.497,16.0,37.4,0.331,0.494,15.7,66.6,0.259,The Spectrum,575415.0,14385.375,1985,0.9097651421508034,1.03180169286578,0.9945996050457421,0.9870992463916209,1.2481559536354057,1.0324051848295728,1.001840490797546,1.073512252042007,1.1360274696249337,1.3130389789582615,0.9957931638913234,1.0527696793002914,0.993063209076175,1.0261843238587425
117,Portland Trail Blazers,25.2,42,40,49,33,3.4,-0.6,2.8,110.4,107.2,3.2,103.5,0.362,0.027,0.554,0.506,14.8,34.0,0.271,0.497,15.9,64.4,0.232,Memorial Coliseum,519306.0,12982.65,1985,0.7676143386897404,1.0234582829504233,0.9936726715834441,1.013539404777111,1.0966807165437302,1.019523123699792,1.0199824715162138,0.9929988331388565,1.0327522451135762,1.0750258709899967,1.001840490797546,1.0661807580174927,0.9602593192868721,0.9192075796726961
118,Detroit Pistons,26.9,46,36,47,35,2.49,0.24,2.73,109.6,107.2,2.4,105.0,0.283,0.025,0.529,0.483,13.0,35.4,0.223,0.501,14.9,69.6,0.245,Pontiac Silverdome,691550.0,17288.75,1985,0.7107540173053152,1.0160419185812173,0.9936726715834441,1.0282283816579385,0.857349841938883,0.9735157625220036,0.9736196319018405,0.8722287047841307,1.0752773375594293,0.8846153846153847,1.0099035933391762,0.9991253644314869,1.0377957860615883,0.970714900947459
119,Denver Nuggets,28.3,52,30,47,35,2.44,-0.39,2.05,110.7,108.4,2.3,107.6,0.322,0.029,0.54,0.491,13.2,33.6,0.253,0.516,17.0,66.1,0.275,McNichols Sports Arena,448546.0,11213.65,1985,0.8244746600741656,1.0262394195888755,1.00479587313102,1.0536892749180398,0.9755005268703899,0.9937590014402304,0.9897458369851008,0.8856476079346557,1.0206022187004753,1.003621938599517,1.0401402278702894,1.1399416909620992,0.9856077795786061,1.0895779500430665
120,Dallas Mavericks,25.0,44,38,47,35,2.17,-0.37,1.8,111.5,109.3,2.2,98.8,0.319,0.061,0.549,0.499,12.5,30.7,0.253,0.51,14.2,68.8,0.221,Reunion Arena,683916.0,17097.9,1985,1.734239802224969,1.0336557839580816,1.013138274291702,0.9675139438838507,0.9664120126448893,1.0103216514642344,1.0058720420683611,0.838681446907818,0.9325145272054938,1.003621938599517,1.028045574057844,0.9521865889212828,1.025867098865478,0.8756244616709733
121,Houston Rockets,25.3,48,34,45,37,1.72,-0.34,1.38,107.9,106.3,1.6,102.2,0.304,0.025,0.54,0.507,16.0,37.4,0.213,0.487,15.2,67.4,0.259,The Summit,553014.0,13825.35,1985,0.7107540173053152,1.0002821442966547,0.9853302704227622,1.0008089581470603,0.9209694415173867,0.9937590014402304,1.0219982471516214,1.073512252042007,1.1360274696249337,0.8449465332873405,0.9816827344434707,1.0192419825072887,1.0049918962722855,1.0261843238587425
122,San Antonio Spurs,28.1,41,41,43,39,0.91,-0.29,0.63,109.9,109.0,0.9,103.9,0.357,0.028,0.565,0.517,15.6,33.2,0.272,0.501,15.0,68.5,0.269,HemisFair Arena,351950.0,8798.75,1985,0.796044499381953,1.0188230552196695,1.0103574739048078,1.0174564652786648,1.0815331928345626,1.0397663626180187,1.0421560035056967,1.0466744457409567,1.0084521922873746,1.078992756122801,1.0099035933391762,1.0058309037900874,1.0213938411669368,1.065805340223945
123,New Jersey Nets,26.5,42,40,42,40,0.23,0.41,0.64,107.9,107.7,0.2,101.0,0.3,0.03,0.532,0.493,13.8,33.9,0.219,0.505,15.6,68.2,0.263,Brendan Byrne Arena,502177.0,12554.425,1985,0.8529048207663782,1.0002821442966547,0.9983073388949341,0.989057776642398,0.9088514225500526,0.9790366458633382,0.9937773882559159,0.9259043173862311,1.029714738510301,0.8687478440841669,1.0179666958808062,1.046064139941691,1.0169205834683956,1.0420327304048236
124,Utah Jazz,27.0,41,41,41,41,-0.11,-0.22,-0.33,103.3,103.4,-0.1,105.1,0.333,0.042,0.534,0.483,15.8,29.0,0.257,0.469,15.7,65.3,0.238,Salt Palace,371829.0,9295.725,1985,1.1940667490729295,0.9576380491737203,0.9584492000161206,1.0292076467833269,1.0088250790305584,0.9827172347575612,0.9736196319018405,1.0600933488914819,0.880876914949815,1.0194894791307347,0.945398773006135,1.0527696793002914,0.973679092382496,0.9429801894918174
125,Washington Bullets,27.1,40,42,40,42,-0.27,0.42,0.15,104.3,104.6,-0.3,100.3,0.269,0.054,0.524,0.486,13.4,27.5,0.2,0.491,15.3,68.2,0.226,Capital Centre,383098.0,17042.0,1985,1.5352286773794808,0.9669085046352278,0.9695724015636963,0.9822029207646784,0.814936775553214,0.9643142902864458,0.9796669588080631,0.8990665110851809,0.8353143159006866,0.7933770265608832,0.9897458369851008,1.0259475218658893,1.0169205834683956,0.8954349698535745
126,Chicago Bulls,25.2,38,44,39,43,-0.84,0.34,-0.5,108.7,109.6,-0.9,99.4,0.366,0.023,0.556,0.502,15.4,32.2,0.287,0.495,13.8,67.5,0.257,Chicago Stadium,487297.0,12182.425,1985,0.65389369592089,1.0076985086658605,1.0159190746785958,0.9733895346361818,1.1087987355110642,1.023203712594015,1.0119193689745838,1.0332555425904317,0.9780771262546223,1.138496033114867,0.997808939526731,0.9253644314868805,1.006482982171799,1.018260120585702
127,Atlanta Hawks,25.5,34,48,37,45,-1.45,0.31,-1.14,105.9,107.3,-1.4,99.8,0.333,0.033,0.536,0.489,15.3,32.5,0.25,0.485,15.2,63.8,0.249,Omni Coliseum,290746.0,7268.65,1985,0.938195302843016,0.9817412333736397,0.9945996050457421,0.9773065951377358,1.0088250790305584,0.9863978236517843,0.9857142857142858,1.0265460910151691,0.9871896460644478,0.9917212832011039,0.9776511831726555,1.0192419825072887,0.9513128038897893,0.98656330749354
128,Phoenix Suns,26.4,36,46,35,47,-2.11,-0.23,-2.34,104.7,106.8,-2.1,102.5,0.319,0.043,0.544,0.497,16.3,29.8,0.246,0.498,15.0,68.3,0.24,Arizona Veterans Memorial Coliseum,478788.0,11969.7,1985,1.222496909765142,0.9706166868198308,0.9899649377342521,1.0037467535232256,0.9664120126448893,1.0011201792286766,1.001840490797546,1.0936406067677946,0.9051769677760167,0.9758537426698862,1.0038562664329536,1.0058309037900874,1.0184116693679093,0.9509043927648578
129,Kansas City Kings,26.1,31,51,34,48,-2.67,-0.04,-2.71,109.5,112.1,-2.6,104.4,0.357,0.033,0.559,0.508,15.9,34.0,0.278,0.514,14.2,66.6,0.262,Kemper Arena,262813.0,6570.325,1985,0.938195302843016,1.0151148730350665,1.0390924112360456,1.0223527909056074,1.0815331928345626,1.0287245959353497,1.024014022787029,1.0668028004667445,1.0327522451135762,1.1027940669196277,1.0361086765994743,0.9521865889212828,0.993063209076175,1.0380706287683032
130,Cleveland Cavaliers,26.6,36,46,34,48,-2.76,0.48,-2.27,106.0,108.7,-2.7,101.9,0.338,0.045,0.526,0.478,14.1,32.9,0.254,0.483,13.7,66.9,0.265,Coliseum at Richfield,324004.0,7618.0,1985,1.2793572311495671,0.9826682789197905,1.007576673517914,0.9978711627708946,1.023972602739726,0.9679948791806688,0.9635407537248027,0.9460326721120187,0.9993396724775487,1.0075888237323216,0.9736196319018405,0.9186588921282799,0.9975364667747165,1.049956933677864
131,Los Angeles Clippers,27.3,31,51,30,52,-4.49,-0.07,-4.55,105.8,110.3,-4.5,100.9,0.31,0.026,0.543,0.499,16.4,33.8,0.235,0.495,12.7,66.1,0.21,Los Angeles Memorial Sports Arena,384519.0,9612.975,1985,0.7391841779975277,0.980814187827489,1.0224076089146816,0.9880785115170095,0.9391464699683878,0.999279884781565,1.0058720420683611,1.100350058343057,1.0266772319070256,0.9322180062090376,0.997808939526731,0.851603498542274,0.9856077795786061,0.8320413436692506
132,New York Knicks,25.8,24,58,29,53,-4.63,0.54,-4.09,104.9,109.6,-4.7,99.5,0.331,0.028,0.53,0.487,15.2,31.7,0.24,0.499,16.5,63.3,0.339,Madison Square Garden (IV),457137.0,11428.425,1985,0.796044499381953,0.9724707779121323,1.0159190746785958,0.9743687997615703,1.0027660695468914,0.9753560569691151,0.9816827344434707,1.0198366394399065,0.962889593238246,0.9520524318730597,1.0058720420683611,1.1064139941690962,0.9438573743922204,1.343152454780362
133,Seattle SuperSonics,26.4,31,51,27,55,-5.44,0.0,-5.44,102.8,108.2,-5.4,99.3,0.334,0.027,0.529,0.477,15.9,30.0,0.257,0.498,14.6,67.3,0.238,King County Domed Stadium,303344.0,7583.6,1985,0.7676143386897404,0.9530028214429666,1.002942006206424,0.9724102695107932,1.011854583772392,0.9735157625220036,0.9615249780893953,1.0668028004667445,0.9112519809825672,1.0194894791307347,1.0038562664329536,0.9790087463556851,1.0035008103727714,0.9429801894918174
134,Indiana Pacers,24.1,22,60,26,56,-6.21,0.75,-5.46,102.5,108.4,-5.9,105.1,0.344,0.021,0.527,0.478,16.1,31.7,0.255,0.499,14.3,70.5,0.282,Market Square Arena,438377.0,10959.425,1985,0.5970333745364648,0.9502216848045144,1.00479587313102,1.0292076467833269,1.042149631190727,0.9698351736277804,0.9635407537248027,1.0802217036172697,0.962889593238246,1.011555708865126,1.0058720420683611,0.9588921282798835,1.0512155591572123,1.117312661498708
135,Golden State Warriors,26.1,22,60,24,58,-7.34,0.13,-7.21,106.0,113.0,-7.0,103.2,0.335,0.053,0.522,0.47,14.4,34.5,0.257,0.54,16.1,66.0,0.268,Oakland-Alameda County Coliseum Arena,300586.0,7514.65,1985,1.5067985166872682,0.9826682789197905,1.0474348123967274,1.0106016094009453,1.0148840885142256,0.9606337013922227,0.9474145486415425,0.9661610268378064,1.0479397781299522,1.0194894791307347,1.0885188431200703,1.079591836734694,0.9841166936790925,1.0618432385874248
136,Boston Celtics,29.3,67,15,63,19,9.41,-0.36,9.06,111.8,102.6,9.2,101.2,0.307,0.054,0.564,0.518,14.1,31.3,0.244,0.466,13.0,71.7,0.216,Boston Garden,610571.0,14890.0,1986,1.4358381502890174,1.042952747921314,0.956934306569343,0.9908897403150276,0.8980033066259697,1.0433523686962116,1.0515445719329215,0.9463087248322147,0.9648840637984184,0.9438277833837875,0.9462346605455991,0.8732476635514019,1.0617434972959052,0.834256926952141
137,Milwaukee Bucks,26.0,57,25,62,20,9.04,-0.35,8.69,111.4,102.7,8.7,102.1,0.369,0.052,0.552,0.501,13.9,33.8,0.282,0.473,16.6,67.4,0.281,MECCA Arena,443064.0,10451.0,1986,1.3826589595375722,1.0392212532954777,0.9578669910786699,0.999702000851426,1.0793590232735597,1.0211533821282073,1.0170344218887908,0.9328859060402684,1.0419514810347137,1.0908173562058527,0.9604484859186015,1.115070093457944,0.9980685037342262,1.0853064651553317
138,Los Angeles Lakers,28.1,62,20,59,23,7.74,-0.91,6.84,113.3,105.8,7.5,102.7,0.317,0.056,0.575,0.532,14.9,33.1,0.247,0.484,13.5,69.8,0.239,The Forum,691071.0,16839.0,1986,1.4890173410404626,1.0569458527682012,0.9867802108678021,1.0055768412090251,0.9272542286659036,1.0637014397168825,1.0799646954986761,1.0,1.020372604208551,0.9554322233434243,0.9827844972190342,0.9068341121495328,1.0336080350244656,0.923089840470193
139,Houston Rockets,26.0,51,31,48,34,2.61,-0.51,2.1,110.1,107.6,2.5,103.5,0.317,0.04,0.536,0.496,13.6,35.5,0.232,0.497,14.8,67.2,0.243,The Summit,604644.0,13513.0,1986,1.0635838150289019,1.0270938957615088,1.0035685320356853,1.0134099616858236,0.9272542286659036,0.9915547333708679,1.0068843777581642,0.9127516778523489,1.0943573247553946,0.8974100235452407,1.0091816014831818,0.994158878504673,0.9951068761267062,0.9385390428211586
140,Atlanta Hawks,25.3,50,32,47,35,2.37,0.22,2.59,107.9,105.6,2.3,100.0,0.385,0.024,0.542,0.493,15.3,34.9,0.282,0.481,15.4,66.7,0.269,Omni Coliseum,377351.0,9334.0,1986,0.6381502890173412,1.006570675319408,0.9849148418491483,0.9791400595998296,1.1261604985374538,1.0026542266548701,1.000794351279788,1.0268456375838926,1.0758611446186837,1.0908173562058527,0.9766928577734616,1.03446261682243,0.9877028071079064,1.038958858102435
141,Philadelphia 76ers,28.0,54,28,47,35,2.35,0.11,2.46,108.6,106.3,2.3,100.5,0.398,0.032,0.546,0.49,16.1,37.3,0.302,0.499,15.6,66.7,0.211,The Spectrum,513459.0,9803.0,1986,0.8508670520231215,1.0131007909146217,0.9914436334144363,0.9840357598978288,1.164186697189368,1.010053888844205,0.9947043248014121,1.080536912751678,1.1498458651655272,1.1681802892700976,1.0132426944468969,1.0478971962616823,0.9877028071079064,0.8149454240134341
142,Denver Nuggets,28.1,47,35,44,38,1.3,-0.42,0.89,107.1,105.9,1.2,106.7,0.307,0.039,0.527,0.475,13.0,30.9,0.245,0.495,16.9,64.1,0.266,McNichols Sports Arena,531824.0,12610.0,1986,1.0369942196531792,0.9991076860677347,0.987712895377129,1.0447424435930182,0.8980033066259697,0.9749054934448644,0.9642541924095321,0.87248322147651,0.952553277040611,0.9476959300369998,1.0051205085194668,1.1352219626168223,0.9492016482101467,1.0273719563392107
143,Dallas Mavericks,25.8,44,38,44,38,1.1,-0.4,0.7,112.1,111.0,1.1,102.2,0.364,0.061,0.562,0.51,13.3,30.0,0.283,0.508,13.0,66.8,0.201,Reunion Arena,693052.0,16776.0,1986,1.6219653179190752,1.0457513688906914,1.035279805352798,1.000681140911026,1.0647335622535927,1.0396525376015444,1.0353045013239188,0.8926174496644296,0.9248090068355448,1.094685502859065,1.0315176127836145,0.8732476635514019,0.9891836209116662,0.7763224181360201
144,Detroit Pistons,26.5,46,36,44,38,1.17,0.27,1.44,109.0,107.9,1.1,104.2,0.297,0.023,0.534,0.488,13.3,33.5,0.232,0.496,14.9,67.6,0.266,Pontiac Silverdome,695233.0,16384.0,1986,0.6115606936416186,1.0168322855404583,1.0063665855636659,1.0202639421030226,0.8687523845860358,0.9878549022762004,0.9906443071491615,0.8926174496644296,1.0327033909663583,0.8974100235452407,1.0071510550013243,1.000876168224299,1.001030131341746,1.0273719563392107
145,Portland Trail Blazers,26.6,40,42,44,38,1.06,-0.45,0.61,109.2,108.2,1.0,104.5,0.384,0.038,0.554,0.501,15.2,32.8,0.294,0.507,16.4,66.3,0.275,Memorial Coliseum,519306.0,12666.0,1986,1.0104046242774567,1.0186980328533766,1.0091646390916464,1.023201362281822,1.1232354063334604,1.0248532132228747,1.0170344218887908,1.0201342281879193,1.0111245141401954,1.1372351160443996,1.029487066301757,1.1016355140186915,0.9817795518928664,1.0621326616288833
146,Seattle SuperSonics,26.6,31,51,41,41,-0.1,-0.37,-0.47,105.9,106.0,-0.1,97.4,0.33,0.042,0.53,0.478,15.1,33.2,0.257,0.492,15.7,68.7,0.282,Seattle Center Coliseum,329296.0,9374.0,1986,1.116763005780347,0.9879132021902252,0.9886455798864557,0.9536824180502341,0.9652804273178176,0.9804552400868656,0.9703442188879082,1.0134228187919463,1.023455300898003,0.9941136898755467,0.9990288690738942,1.0546144859813085,1.0173190831831058,1.0891687657430729
147,Utah Jazz,26.3,42,40,40,42,-0.37,-0.3,-0.67,104.2,104.6,-0.4,103.3,0.38,0.024,0.536,0.49,15.5,29.8,0.272,0.477,15.4,67.2,0.258,Salt Palace,477833.0,11030.0,1986,0.6381502890173412,0.9720543500304198,0.9755879967558799,1.011451681566624,1.111535037517487,0.9915547333708679,0.9947043248014121,1.0402684563758389,0.9186436134566411,1.0521358896737305,0.9685706718460316,1.03446261682243,0.9951068761267062,0.9964735516372796
148,San Antonio Spurs,27.8,35,47,36,46,-1.85,-0.2,-2.06,106.5,108.2,-1.7,103.8,0.355,0.028,0.555,0.509,16.5,31.7,0.265,0.499,15.2,67.6,0.26,HemisFair Arena,336369.0,6967.0,1986,0.7445086705202313,0.9935104441289799,1.0091646390916464,1.0163473818646231,1.0384077324176522,1.0267031287702084,1.0332744924977935,1.1073825503355705,0.9772148505562256,1.0250588631012447,1.0132426944468969,1.0210280373831775,1.001030131341746,1.0041981528127624
149,Washington Bullets,27.1,39,43,36,46,-1.8,0.53,-1.28,103.0,104.8,-1.8,99.1,0.32,0.057,0.518,0.471,14.2,29.1,0.238,0.472,14.2,66.1,0.224,Capital Centre,373802.0,8465.0,1986,1.5156069364161853,0.9608598661529101,0.9774533657745336,0.9703277990634311,0.9360295052778838,0.9582562535188611,0.9561341571050308,0.9530201342281879,0.8970647366304785,0.920618903464514,0.958417939436744,0.9538551401869159,0.9788179242853463,0.8651553316540722
150,New Jersey Nets,27.5,39,43,36,46,-1.99,0.6,-1.39,105.0,106.9,-1.9,103.3,0.328,0.029,0.536,0.489,15.9,33.3,0.248,0.499,15.5,70.6,0.282,Brendan Byrne Arena,482854.0,11777.0,1986,0.7710982658959539,0.9795173392820928,0.9970397404703975,1.011451681566624,0.9594302429098309,0.9915547333708679,0.9926743159752869,1.0671140939597314,1.0265379975874547,0.9593003699966365,1.0132426944468969,1.0411799065420562,1.0454545454545454,1.0891687657430729
151,Cleveland Cavaliers,27.0,29,53,34,48,-2.87,0.68,-2.19,105.5,108.3,-2.8,101.6,0.321,0.054,0.535,0.49,14.6,30.3,0.241,0.48,13.6,68.5,0.292,Coliseum at Richfield,391842.0,10450.0,1986,1.4358381502890174,0.9841817075643885,1.0100973236009732,0.9948063005534269,0.9389545974818772,0.9897048178235341,0.9947043248014121,0.9798657718120805,0.9340570969039002,0.9322233434241508,0.9746623112916041,0.9135514018691588,1.0143574555755859,1.1277917716204868
152,Phoenix Suns,26.3,32,50,33,49,-2.99,-0.17,-3.16,104.3,107.2,-2.9,104.8,0.384,0.026,0.552,0.506,17.7,31.3,0.279,0.495,15.1,68.3,0.279,Arizona Veterans Memorial Coliseum,455763.0,10826.0,1986,0.6913294797687861,0.9729872236868788,0.9998377939983779,1.0261387824606214,1.1232354063334604,1.0211533821282073,1.0271844660194176,1.1879194630872483,0.9648840637984184,1.0792129162462163,1.0051205085194668,1.0143107476635513,1.011395827968066,1.077581863979849
153,Sacramento Kings,26.6,37,45,33,49,-3.07,-0.12,-3.19,106.2,109.2,-3.0,102.0,0.324,0.019,0.541,0.492,15.7,32.7,0.252,0.499,14.4,67.5,0.273,ARCO Arena (I),423653.0,10333.0,1986,0.5052023121387283,0.9907118231596025,1.0184914841849149,0.9987228607918263,0.9477298740938573,1.0008043111075364,0.9987643424536629,1.0536912751677852,1.008041817450744,0.9747729566094855,1.0132426944468969,0.9672897196261683,0.9995493175379861,1.0544080604534005
154,Indiana Pacers,25.0,26,56,32,50,-3.33,0.67,-2.66,102.6,105.9,-3.3,100.9,0.305,0.02,0.525,0.483,15.7,31.5,0.226,0.479,13.7,71.3,0.277,Market Square Arena,460969.0,13168.0,1986,0.5317919075144509,0.9571283715270735,0.987712895377129,0.9879523201362281,0.8921531222179829,0.9712056623501971,0.9804942630185348,1.0536912751677852,0.9710494571773219,0.8742011436259672,0.9726317648097467,0.920268691588785,1.0558202420808653,1.069857262804366
155,Golden State Warriors,26.8,30,52,33,49,-3.45,-0.14,-3.59,108.3,111.6,-3.3,104.2,0.333,0.037,0.536,0.488,13.9,33.5,0.253,0.524,14.9,66.7,0.241,Oakland-Alameda County Coliseum Arena,401205.0,10901.0,1986,0.9838150289017341,1.0103021699452444,1.040875912408759,1.0202639421030226,0.9740557039297978,0.9915547333708679,0.9906443071491615,0.9328859060402684,1.0327033909663583,0.9786411032626977,1.0640063564933346,1.000876168224299,0.9877028071079064,0.9308144416456758
156,Chicago Bulls,26.6,30,52,31,51,-3.8,0.69,-3.12,108.6,112.4,-3.8,99.7,0.346,0.044,0.538,0.487,14.7,35.1,0.266,0.509,13.5,67.4,0.28,Chicago Stadium,469226.0,11445.0,1986,1.169942196531792,1.0131007909146217,1.048337388483374,0.9762026394210301,1.0120819025817118,0.9952545644655353,0.9886142983230362,0.9865771812080536,1.0820265379975873,1.028927009754457,1.0335481592654718,0.9068341121495328,0.9980685037342262,1.0814441645675903
157,New York Knicks,25.5,23,59,26,56,-5.61,0.79,-4.82,99.5,105.2,-5.7,98.6,0.318,0.034,0.505,0.466,15.2,29.5,0.218,0.484,17.1,65.0,0.315,Madison Square Garden (IV),592484.0,14452.0,1986,0.9040462427745666,0.9282092881768403,0.9811841038118411,0.965432098765432,0.930179320869897,0.9342073514035228,0.9459841129744043,1.0201342281879193,0.9093955233882857,0.8432559704002692,0.9827844972190342,1.1486565420560748,0.9625289724439866,1.216624685138539
158,Los Angeles Clippers,27.0,32,50,24,58,-6.93,0.1,-6.83,105.4,112.1,-6.7,102.7,0.374,0.032,0.534,0.477,15.3,32.0,0.288,0.512,14.0,64.0,0.225,Los Angeles Memorial Sports Arena,337814.0,7663.0,1986,0.8508670520231215,0.9832488339079295,1.0455393349553932,1.0055768412090251,1.0939844842935267,0.9878549022762004,0.9683142100617829,1.0268456375838926,0.9864629406245811,1.1140262361251263,1.0396397987110444,0.9404205607476636,0.9477208344063869,0.8690176322418136
159,Los Angeles Lakers,27.8,65,17,62,20,9.3,-0.99,8.32,115.6,106.5,9.1,101.6,0.352,0.062,0.577,0.528,14.0,34.1,0.278,0.476,13.8,66.3,0.23,The Forum,681207.0,17030.175,1987,1.165032679738562,1.0669770054978127,0.9832216112070002,1.0078495643923058,1.0251994428263898,1.0724040404040405,1.08100409471248,0.9817073170731708,1.02109100377555,1.0619498422189007,0.9748886910062332,0.969456322541234,0.9956254896839907,0.8780082987551866
160,Atlanta Hawks,26.1,57,25,59,23,7.23,-0.05,7.18,112.6,105.2,7.4,97.4,0.373,0.06,0.543,0.49,13.3,37.2,0.283,0.46,13.9,67.4,0.284,Omni Coliseum,549526.0,13738.15,1987,1.1274509803921569,1.039287290822264,0.9712198450608116,0.9661864918485293,1.0863619095859187,1.0092121212121214,1.003204557593021,0.9326219512195123,1.1139174586642366,1.0810496595249957,0.9421193232413179,0.9764813683567503,1.0121441629668322,1.0841493775933608
161,Boston Celtics,29.4,59,23,57,25,6.65,-0.08,6.57,113.5,106.8,6.7,98.6,0.305,0.08,0.577,0.532,14.0,29.0,0.247,0.471,12.0,67.6,0.217,Boston Garden,611222.0,14890.0,1987,1.5032679738562091,1.0475942052249287,0.9859912495484284,0.9780902268610369,0.8883120172217298,1.0724040404040405,1.089193519672423,0.9817073170731708,0.868376513474808,0.9435309749211095,0.9646482635796971,0.8430054978619427,1.015147558109167,0.8283817427385891
162,Dallas Mavericks,26.4,55,27,56,26,6.3,-0.77,5.54,114.9,108.7,6.2,100.5,0.369,0.089,0.558,0.503,12.3,33.8,0.291,0.486,13.5,66.5,0.233,Reunion Arena,696333.0,17408.325,1987,1.6723856209150325,1.060516072073518,1.0035322923774734,0.9969378072975071,1.074711915917437,1.0370909090909093,1.029820188712836,0.8625,1.0121077984637417,1.1116093672147482,0.9953695458593054,0.9483811850946855,0.9986288848263255,0.889460580912863
163,Milwaukee Bucks,27.7,50,32,51,31,3.91,0.12,4.04,109.5,105.6,3.9,100.3,0.35,0.079,0.539,0.487,13.0,31.1,0.268,0.479,16.0,66.1,0.307,MECCA Arena,451797.0,11294.925,1987,1.4844771241830066,1.0106745856575303,0.9749126961827157,0.9949538514620891,1.0193744459921488,1.0017777777777779,0.9970624888730639,0.9115853658536586,0.9312589506574666,1.02375020760671,0.9810329474621549,1.1240073304825902,0.9926220945416557,1.1719502074688795
164,Detroit Pistons,26.8,52,30,50,32,3.44,0.07,3.51,109.2,105.8,3.4,101.0,0.36,0.023,0.544,0.492,14.5,34.7,0.275,0.471,13.3,69.9,0.267,Pontiac Silverdome,907520.0,22688.0,1987,0.4321895424836601,1.0079056141899754,0.9767591217436679,1.001897696886052,1.0484994301633532,1.0110707070707072,1.0072992700729926,1.016768292682927,1.0390574143991669,1.0504899518352433,0.9646482635796971,0.9343310934636532,1.0496866022460174,1.019253112033195
165,Portland Trail Blazers,26.9,49,33,49,33,3.13,-0.57,2.57,111.5,108.6,2.9,105.0,0.404,0.047,0.566,0.51,15.3,34.1,0.313,0.493,14.8,66.6,0.265,Memorial Coliseum,519306.0,12982.65,1987,0.8831699346405228,1.0291343954412295,1.0026090795969973,1.0415768135944103,1.176649360516652,1.051959595959596,1.0441516823927364,1.0728658536585367,1.02109100377555,1.1956485633615679,1.0097061442564559,1.039706780696396,1.0001305823974929,1.0116182572614107
166,Houston Rockets,26.1,42,40,44,38,1.0,-0.4,0.6,106.5,105.5,1.0,99.9,0.324,0.045,0.528,0.483,14.3,33.5,0.24,0.47,14.1,68.0,0.261,The Summit,660175.0,16504.375,1987,0.8455882352941176,0.9829848709819815,0.9739894834022397,0.9909859397912534,0.9436494871470179,0.9813333333333335,0.9888730639131208,1.0027439024390246,1.0031245931519335,0.916791230692576,0.9626001780943899,0.9905314599877826,1.0211543483938366,0.9963485477178422
167,Chicago Bulls,25.4,40,42,43,39,0.89,0.37,1.26,108.6,107.6,1.0,95.8,0.315,0.042,0.528,0.478,13.4,35.0,0.245,0.491,13.8,70.0,0.251,Chicago Stadium,650818.0,16270.45,1987,0.7892156862745099,1.0023676712548657,0.9933769517922368,0.9503148451651859,0.917437001392934,0.9813333333333335,0.978636282713192,0.9396341463414635,1.048040619710975,0.9358910479986713,1.0056099732858415,0.969456322541234,1.0511882998171846,0.9581742738589211
168,Utah Jazz,26.9,44,38,42,40,0.4,-0.36,0.04,104.1,103.7,0.4,103.2,0.318,0.06,0.516,0.473,14.1,31.2,0.231,0.466,15.7,65.2,0.269,Salt Palace,491382.0,12284.55,1987,1.1274509803921569,0.9608330992415425,0.9573716533536707,1.023721211075649,0.9261744966442953,0.9590303030303031,0.9683995015132633,0.988719512195122,0.9342533524280693,0.8824115595416044,0.9544078361531612,1.1029321930360416,0.9791068164011493,1.026887966804979
